* Measurement data measured by REW V5.31.3
* Source: C:\Users\aevum\Desktop\Civilizational Blueprint\lossless microphone\analysis\3_static_only.wav
* Format: Imported Impulse Response, 48000.0 Hz sampling
* Dated: Jun 2, 2026 4:49:08 PM
* REW Settings:
146.118152 127.563 -24.9228
146.484363 127.632 -26.3815
146.850574 127.695 -27.8275
147.216785 127.753 -29.2610
147.582996 127.804 -30.6829
147.949207 127.851 -32.0932
148.315418 127.891 -33.4924
148.681629 127.927 -34.8811
149.047839 127.957 -36.2593
149.414050 127.981 -37.6273
149.780261 128.000 -38.9855
150.146472 128.014 -40.3340
150.512683 128.022 -41.6730
150.878894 128.025 -43.0029
151.245105 128.023 -44.3237
151.611316 128.015 -45.6354
151.977527 128.002 -46.9384
152.343738 127.984 -48.2325
152.709949 127.960 -49.5181
153.076159 127.931 -50.7950
153.442370 127.897 -52.0633
153.808581 127.857 -53.3230
154.174792 127.812 -54.5742
154.541003 127.761 -55.8167
154.907214 127.705 -57.0506
155.273425 127.644 -58.2758
155.639636 127.577 -59.4922
156.005847 127.504 -60.6996
156.372058 127.426 -61.8981
156.738269 127.341 -63.0873
157.104479 127.252 -64.2672
157.470690 127.156 -65.4374
157.836901 127.055 -66.5979
158.203112 126.947 -67.7483
158.569323 126.834 -68.8882
158.935534 126.714 -70.0176
159.301745 126.588 -71.1358
159.667956 126.456 -72.2425
160.034167 126.318 -73.3375
160.400378 126.172 -74.4199
160.766589 126.021 -75.4894
161.132799 125.862 -76.5455
161.499010 125.697 -77.5873
161.865221 125.524 -78.6143
162.231432 125.344 -79.6255
162.597643 125.157 -80.6204
162.963854 124.962 -81.5976
163.330065 124.759 -82.5565
163.696276 124.549 -83.4956
164.062487 124.330 -84.4137
164.428698 124.102 -85.3096
164.794908 123.866 -86.1816
165.161119 123.622 -87.0279
165.527330 123.367 -87.8467
165.893541 123.104 -88.6358
166.259752 122.830 -89.3928
166.625963 122.546 -90.1152
166.992174 122.252 -90.7999
167.358385 121.947 -91.4435
167.724596 121.631 -92.0425
168.090807 121.303 -92.5923
168.457018 120.963 -93.0885
168.823228 120.610 -93.5254
169.189439 120.244 -93.8970
169.555650 119.865 -94.1962
169.921861 119.472 -94.4150
170.288072 119.064 -94.5443
170.654283 118.642 -94.5735
171.020494 118.205 -94.4908
171.386705 117.753 -94.2822
171.752916 117.285 -93.9319
172.119127 116.802 -93.4219
172.485338 116.304 -92.7313
172.851548 115.792 -91.8367
173.217759 115.267 -90.7118
173.583970 114.732 -89.3272
173.950181 114.190 -87.6514
174.316392 113.645 -85.6516
174.682603 113.103 -83.2948
175.048814 112.572 -80.5528
175.415025 112.063 -77.4045
175.781236 111.588 -73.8438
176.147447 111.161 -69.8854
176.513658 110.795 -65.5719
176.879868 110.506 -60.9775
177.246079 110.301 -56.2057
177.612290 110.188 -51.3810
177.978501 110.164 -46.6339
178.344712 110.224 -42.0845
178.710923 110.355 -37.8298
179.077134 110.544 -33.9355
179.443345 110.777 -30.4364
179.809556 111.039 -27.3414
180.175767 111.319 -24.6397
180.541978 111.607 -22.3077
180.908188 111.896 -20.3152
181.274399 112.178 -18.6290
181.640610 112.451 -17.2163
182.006821 112.711 -16.0455
182.373032 112.956 -15.0880
182.739243 113.184 -14.3175
183.105454 113.395 -13.7110
183.471665 113.588 -13.2480
183.837876 113.762 -12.9103
184.204087 113.918 -12.6823
184.570298 114.056 -12.5497
184.936508 114.176 -12.5005
185.302719 114.277 -12.5237
185.668930 114.361 -12.6095
186.035141 114.427 -12.7492
186.401352 114.475 -12.9351
186.767563 114.506 -13.1599
187.133774 114.519 -13.4170
187.499985 114.515 -13.7003
187.866196 114.493 -14.0040
188.232407 114.454 -14.3225
188.598617 114.398 -14.6505
188.964828 114.323 -14.9827
189.331039 114.231 -15.3137
189.697250 114.120 -15.6379
190.063461 113.990 -15.9500
190.429672 113.842 -16.2437
190.795883 113.673 -16.5126
191.162094 113.485 -16.7497
191.528305 113.275 -16.9473
191.894516 113.044 -17.0966
192.260727 112.791 -17.1876
192.626937 112.514 -17.2089
192.993148 112.212 -17.1473
193.359359 111.885 -16.9871
193.725570 111.530 -16.7097
194.091781 111.148 -16.2930
194.457992 110.736 -15.7102
194.824203 110.293 -14.9290
195.190414 109.819 -13.9099
195.556625 109.313 -12.6044
195.922836 108.776 -10.9538
196.289047 108.209 -8.8867
196.655257 107.618 -6.3181
197.021468 107.011 -3.1498
197.387679 106.401 0.7246
197.753890 105.812 5.4066
198.120101 105.276 10.9670
198.486312 104.833 17.4056
198.852523 104.531 24.6031
199.218734 104.410 32.2941
199.584945 104.492 40.0933
199.951156 104.769 47.5862
200.317367 105.210 54.4362
200.683577 105.769 60.4466
201.049788 106.402 65.5595
201.415999 107.072 69.8139
201.782210 107.751 73.2990
202.148421 108.421 76.1207
202.514632 109.071 78.3825
202.880843 109.694 80.1763
203.247054 110.287 81.5804
203.613265 110.850 82.6599
203.979476 111.381 83.4681
204.345687 111.882 84.0485
204.711897 112.355 84.4369
205.078108 112.799 84.6622
205.444319 113.217 84.7484
205.810530 113.610 84.7154
206.176741 113.980 84.5795
206.542952 114.327 84.3546
206.909163 114.652 84.0522
207.275374 114.957 83.6821
207.641585 115.243 83.2528
208.007796 115.510 82.7714
208.374007 115.760 82.2441
208.740217 115.992 81.6763
209.106428 116.208 81.0727
209.472639 116.408 80.4376
209.838850 116.593 79.7744
210.205061 116.763 79.0867
210.571272 116.919 78.3773
210.937483 117.060 77.6489
211.303694 117.188 76.9039
211.669905 117.302 76.1447
212.036116 117.403 75.3731
212.402326 117.491 74.5915
212.768537 117.566 73.8014
213.134748 117.627 73.0048
213.500959 117.676 72.2033
213.867170 117.713 71.3987
214.233381 117.736 70.5926
214.599592 117.747 69.7867
214.965803 117.744 68.9827
215.332014 117.729 68.1825
215.698225 117.701 67.3877
216.064436 117.659 66.6003
216.430646 117.604 65.8224
216.796857 117.534 65.0561
217.163068 117.451 64.3038
217.529279 117.353 63.5681
217.895490 117.240 62.8518
218.261701 117.112 62.1582
218.627912 116.968 61.4907
218.994123 116.807 60.8534
219.360334 116.629 60.2508
219.726545 116.433 59.6882
220.092756 116.218 59.1719
220.458966 115.983 58.7086
220.825177 115.727 58.3069
221.191388 115.449 57.9763
221.557599 115.148 57.7287
221.923810 114.821 57.5779
222.290021 114.468 57.5408
222.656232 114.087 57.6380
223.022443 113.675 57.8943
223.388654 113.232 58.3410
223.754865 112.755 59.0164
224.121076 112.243 59.9687
224.487286 111.694 61.2580
224.853497 111.110 62.9598
225.219708 110.493 65.1676
225.585919 109.848 67.9957
225.952130 109.187 71.5777
226.318341 108.531 76.0579
226.684552 107.915 81.5662
227.050763 107.386 88.1684
227.416974 107.006 95.7914
227.783185 106.835 104.1553
228.149396 106.911 112.7782
228.515606 107.232 121.0954
228.881817 107.758 128.6368
229.248028 108.428 135.1392
229.614239 109.181 140.5428
229.980450 109.971 144.9202
230.346661 110.765 148.4037
230.712872 111.542 151.1375
231.079083 112.292 153.2538
231.445294 113.008 154.8652
231.811505 113.689 156.0638
232.177716 114.334 156.9238
232.543926 114.945 157.5040
232.910137 115.523 157.8517
233.276348 116.070 158.0048
233.642559 116.587 157.9933
234.008770 117.078 157.8423
234.374981 117.543 157.5713
234.741192 117.984 157.1970
235.107403 118.403 156.7330
235.473614 118.801 156.1904
235.839825 119.179 155.5787
236.206035 119.539 154.9061
236.572246 119.882 154.1788
236.938457 120.207 153.4031
237.304668 120.518 152.5834
237.670879 120.813 151.7242
238.037090 121.094 150.8292
238.403301 121.362 149.9012
238.769512 121.617 148.9432
239.135723 121.859 147.9574
239.501934 122.089 146.9460
239.868145 122.308 145.9108
240.234355 122.516 144.8533
240.600566 122.714 143.7750
240.966777 122.900 142.6771
241.332988 123.077 141.5605
241.699199 123.244 140.4265
242.065410 123.402 139.2756
242.431621 123.550 138.1087
242.797832 123.690 136.9265
243.164043 123.820 135.7292
243.530254 123.942 134.5175
243.896465 124.055 133.2917
244.262675 124.160 132.0522
244.628886 124.256 130.7994
244.995097 124.344 129.5331
245.361308 124.425 128.2538
245.727519 124.497 126.9613
246.093730 124.561 125.6558
246.459941 124.618 124.3374
246.826152 124.666 123.0057
247.192363 124.707 121.6609
247.558574 124.740 120.3027
247.924785 124.766 118.9308
248.290995 124.783 117.5452
248.657206 124.793 116.1451
249.023417 124.795 114.7305
249.389628 124.789 113.3009
249.755839 124.776 111.8556
250.122050 124.754 110.3942
250.488261 124.725 108.9158
250.854472 124.687 107.4199
251.220683 124.641 105.9056
251.586894 124.587 104.3719
251.953105 124.524 102.8179
252.319315 124.453 101.2421
252.685526 124.373 99.6436
253.051737 124.285 98.0208
253.417948 124.187 96.3721
253.784159 124.080 94.6957
254.150370 123.963 92.9896
254.516581 123.837 91.2516
254.882792 123.701 89.4794
255.249003 123.555 87.6699
255.615214 123.399 85.8201
255.981425 123.231 83.9266
256.347635 123.053 81.9854
256.713846 122.863 79.9920
257.080057 122.662 77.9415
257.446268 122.448 75.8280
257.812479 122.223 73.6453
258.178690 121.984 71.3859
258.544901 121.733 69.0416
258.911112 121.468 66.6028
259.277323 121.190 64.0588
259.643534 120.898 61.3971
260.009744 120.593 58.6036
260.375955 120.275 55.6624
260.742166 119.943 52.5554
261.108377 119.600 49.2620
261.474588 119.246 45.7595
261.840799 118.883 42.0228
262.207010 118.514 38.0247
262.573221 118.143 33.7372
262.939432 117.775 29.1325
263.305643 117.417 24.1851
263.671854 117.077 18.8756
264.038064 116.765 13.1950
264.404275 116.493 7.1499
264.770486 116.274 0.7681
265.136697 116.119 -5.8976
265.502908 116.039 -12.7690
265.869119 116.040 -19.7468
266.235330 116.125 -26.7199
266.601541 116.290 -33.5782
266.967752 116.530 -40.2242
267.333963 116.833 -46.5825
267.700174 117.187 -52.6033
268.066384 117.579 -58.2615
268.432595 117.999 -63.5524
268.798806 118.436 -68.4865
269.165017 118.883 -73.0840
269.531228 119.332 -77.3711
269.897439 119.778 -81.3752
270.263650 120.219 -85.1251
270.629861 120.651 -88.6473
270.996072 121.072 -91.9666
271.362283 121.482 -95.1058
271.728494 121.880 -98.0850
272.094704 122.264 -100.9221
272.460915 122.636 -103.6329
272.827126 122.995 -106.2314
273.193337 123.340 -108.7298
273.559548 123.674 -111.1388
273.925759 123.995 -113.4677
274.291970 124.304 -115.7249
274.658181 124.602 -117.9177
275.024392 124.888 -120.0522
275.390603 125.164 -122.1345
275.756814 125.429 -124.1694
276.123024 125.685 -126.1614
276.489235 125.930 -128.1143
276.855446 126.167 -130.0317
277.221657 126.394 -131.9170
277.587868 126.613 -133.7727
277.954079 126.823 -135.6016
278.320290 127.025 -137.4055
278.686501 127.219 -139.1871
279.052712 127.406 -140.9480
279.418923 127.585 -142.6897
279.785134 127.757 -144.4141
280.151344 127.922 -146.1223
280.517555 128.080 -147.8154
280.883766 128.232 -149.4951
281.249977 128.378 -151.1622
281.616188 128.517 -152.8176
281.982399 128.651 -154.4624
282.348610 128.778 -156.0972
282.714821 128.900 -157.7229
283.081032 129.016 -159.3401
283.447243 129.127 -160.9496
283.813453 129.232 -162.5518
284.179664 129.332 -164.1475
284.545875 129.428 -165.7371
284.912086 129.518 -167.3210
285.278297 129.603 -168.8997
285.644508 129.684 -170.4739
286.010719 129.760 -172.0435
286.376930 129.831 -173.6091
286.743141 129.898 -175.1713
287.109352 129.961 -176.7300
287.475563 130.019 -178.2858
287.841773 130.074 -179.8389
288.207984 130.123 178.6107
288.574195 130.169 177.0623
288.940406 130.211 175.5161
289.306617 130.249 173.9716
289.672828 130.283 172.4285
290.039039 130.313 170.8870
290.405250 130.340 169.3464
290.771461 130.363 167.8071
291.137672 130.382 166.2684
291.503883 130.398 164.7307
291.870093 130.410 163.1934
292.236304 130.418 161.6565
292.602515 130.424 160.1201
292.968726 130.426 158.5837
293.334937 130.424 157.0476
293.701148 130.419 155.5116
294.067359 130.412 153.9753
294.433570 130.400 152.4392
294.799781 130.386 150.9027
295.165992 130.369 149.3660
295.532203 130.349 147.8290
295.898413 130.326 146.2916
296.264624 130.299 144.7539
296.630835 130.270 143.2158
296.997046 130.238 141.6772
297.363257 130.204 140.1384
297.729468 130.166 138.5991
298.095679 130.126 137.0593
298.461890 130.083 135.5193
298.828101 130.037 133.9790
299.194312 129.989 132.4382
299.560523 129.938 130.8972
299.926733 129.885 129.3562
300.292944 129.829 127.8149
300.659155 129.771 126.2737
301.025366 129.711 124.7327
301.391577 129.648 123.1917
301.757788 129.583 121.6509
302.123999 129.515 120.1108
302.490210 129.446 118.5712
302.856421 129.374 117.0322
303.222632 129.300 115.4944
303.588843 129.224 113.9575
303.955053 129.145 112.4219
304.321264 129.065 110.8879
304.687475 128.983 109.3556
305.053686 128.899 107.8254
305.419897 128.813 106.2974
305.786108 128.725 104.7717
306.152319 128.636 103.2490
306.518530 128.544 101.7295
306.884741 128.451 100.2134
307.250952 128.357 98.7009
307.617162 128.260 97.1929
307.983373 128.162 95.6892
308.349584 128.063 94.1904
308.715795 127.962 92.6970
309.082006 127.859 91.2092
309.448217 127.755 89.7277
309.814428 127.650 88.2528
310.180639 127.544 86.7850
310.546850 127.436 85.3248
310.913061 127.327 83.8728
311.279272 127.216 82.4294
311.645482 127.105 80.9952
312.011693 126.992 79.5708
312.377904 126.879 78.1565
312.744115 126.764 76.7533
313.110326 126.648 75.3616
313.476537 126.532 73.9818
313.842748 126.414 72.6147
314.208959 126.296 71.2610
314.575170 126.177 69.9214
314.941381 126.057 68.5962
315.307592 125.936 67.2864
315.673802 125.815 65.9924
316.040013 125.693 64.7151
316.406224 125.571 63.4550
316.772435 125.448 62.2126
317.138646 125.324 60.9890
317.504857 125.200 59.7844
317.871068 125.076 58.5996
318.237279 124.952 57.4355
318.603490 124.827 56.2922
318.969701 124.702 55.1708
319.335912 124.577 54.0715
319.702122 124.452 52.9951
320.068333 124.327 51.9421
320.434544 124.202 50.9131
320.800755 124.077 49.9084
321.166966 123.952 48.9286
321.533177 123.828 47.9740
321.899388 123.704 47.0450
322.265599 123.580 46.1421
322.631810 123.457 45.2655
322.998021 123.335 44.4154
323.364232 123.213 43.5919
323.730442 123.092 42.7953
324.096653 122.972 42.0256
324.462864 122.853 41.2830
324.829075 122.734 40.5670
325.195286 122.617 39.8779
325.561497 122.501 39.2155
325.927708 122.386 38.5792
326.293919 122.273 37.9691
326.660130 122.161 37.3846
327.026341 122.050 36.8253
327.392552 121.941 36.2906
327.758762 121.833 35.7802
328.124973 121.727 35.2932
328.491184 121.622 34.8290
328.857395 121.519 34.3868
329.223606 121.417 33.9659
329.589817 121.317 33.5656
329.956028 121.218 33.1849
330.322239 121.121 32.8229
330.688450 121.026 32.4788
331.054661 120.931 32.1516
331.420871 120.838 31.8405
331.787082 120.746 31.5447
332.153293 120.656 31.2634
332.519504 120.566 30.9956
332.885715 120.476 30.7406
333.251926 120.388 30.4977
333.618137 120.300 30.2662
333.984348 120.212 30.0459
334.350559 120.124 29.8358
334.716770 120.036 29.6357
335.082981 119.948 29.4454
335.449191 119.859 29.2648
335.815402 119.769 29.0936
336.181613 119.678 28.9320
336.547824 119.586 28.7803
336.914035 119.492 28.6387
337.280246 119.396 28.5077
337.646457 119.298 28.3882
338.012668 119.197 28.2809
338.378879 119.093 28.1868
338.745090 118.987 28.1072
339.111301 118.876 28.0435
339.477511 118.763 27.9976
339.843722 118.645 27.9711
340.209933 118.523 27.9662
340.576144 118.396 27.9854
340.942355 118.264 28.0314
341.308566 118.127 28.1073
341.674777 117.985 28.2163
342.040988 117.837 28.3623
342.407199 117.684 28.5493
342.773410 117.524 28.7819
343.139621 117.358 29.0652
343.505831 117.186 29.4047
