* Measurement data measured by REW V5.31.3
* Source: C:\Users\aevum\Desktop\Civilizational Blueprint\lossless microphone\3.wav
* Format: Imported Impulse Response, 48000.0 Hz sampling
* Dated: May 26, 2026 12:06:55 AM
* REW Settings:
146.484363 121.574 -123.1685
146.850574 119.905 -170.3682
147.216785 120.182 142.1548
147.582996 121.406 107.4771
147.949207 122.253 84.0635
148.315418 122.491 67.5596
148.681629 122.137 55.2026
149.047839 121.070 46.0264
149.414050 119.046 42.4541
149.780261 116.589 53.4312
150.146472 117.182 76.7886
150.512683 120.187 81.3892
150.878894 122.267 69.7427
151.245105 122.944 50.0718
151.611316 122.280 24.5771
151.977527 120.365 -8.1987
152.343738 117.774 -53.1143
152.709949 116.571 -109.3320
153.076159 117.181 -157.5898
153.442370 117.251 168.2500
153.808581 115.721 145.7422
154.174792 112.838 142.1367
154.541003 113.166 161.1299
154.907214 117.249 158.5059
155.273425 120.663 137.0781
155.639636 123.268 109.2637
156.005847 125.416 80.1973
156.372058 127.223 52.4277
156.738269 128.681 27.0303
157.104479 129.766 4.1875
157.470690 130.491 -16.3428
157.836901 130.892 -34.9893
158.203112 131.011 -52.2803
158.569323 130.872 -68.7871
158.935534 130.473 -85.0312
159.301745 129.785 -101.3730
159.667956 128.765 -117.9219
160.034167 127.380 -134.4580
160.400378 125.636 -150.3281
160.766589 123.634 -164.3125
161.132799 121.703 -174.8896
161.499010 120.469 177.9082
161.865221 120.369 170.2324
162.231432 121.038 158.1006
162.597643 121.826 141.5000
162.963854 122.330 122.2871
163.330065 122.364 102.1016
163.696276 121.829 82.1602
164.062487 120.673 63.6523
164.428698 118.912 48.3906
164.794908 116.825 39.5234
165.161119 115.495 39.4707
165.527330 116.263 40.6699
165.893541 118.427 32.8262
166.259752 120.802 17.1357
166.625963 123.005 -2.3457
166.992174 124.944 -23.1973
167.358385 126.565 -44.3076
167.724596 127.812 -65.2285
168.090807 128.629 -85.7549
168.457018 128.963 -105.6787
168.823228 128.761 -124.6260
169.189439 127.980 -141.8857
169.555650 126.615 -156.1182
169.921861 124.831 -165.0771
170.288072 123.269 -166.8340
170.654283 122.898 -165.1836
171.020494 123.578 -168.6201
171.386705 124.353 -179.2178
171.752916 124.772 165.5273
172.119127 124.847 147.9883
172.485338 124.786 129.6562
172.851548 124.865 111.1865
173.217759 125.295 92.4170
173.583970 126.085 72.7725
173.950181 127.051 51.9814
174.316392 127.939 30.3125
174.682603 128.535 8.3320
175.048814 128.681 -13.2988
175.415025 128.251 -33.7832
175.781236 127.127 -51.8994
176.147447 125.212 -65.2344
176.513658 122.692 -68.5820
176.879868 121.199 -56.7168
177.246079 122.666 -44.7100
177.612290 125.042 -46.0830
177.978501 126.894 -55.1748
178.344712 128.130 -67.1963
178.710923 128.884 -80.1807
179.077134 129.263 -93.3984
179.443345 129.310 -106.5283
179.809556 129.028 -119.2041
180.175767 128.418 -130.7549
180.541978 127.546 -140.1592
180.908188 126.630 -146.4844
181.274399 126.042 -150.2002
181.640610 125.996 -154.0811
182.006821 126.262 -160.9180
182.373032 126.434 -171.0615
182.739243 126.264 176.8740
183.105454 125.708 164.7441
183.471665 124.909 154.2891
183.837876 124.197 146.3428
184.204087 123.931 139.5889
184.570298 124.125 131.1875
184.936508 124.423 119.6855
185.302719 124.460 105.8398
185.668930 124.028 91.4385
186.035141 123.053 78.6885
186.401352 121.653 70.2764
186.767563 120.356 68.5088
187.133774 120.045 70.9922
187.499985 120.764 70.1846
187.866196 121.648 63.1113
188.232407 122.145 51.6396
188.598617 122.128 37.9668
188.964828 121.641 23.6221
189.331039 120.807 9.8105
189.697250 119.831 -2.2246
190.063461 119.058 -11.2852
190.429672 118.970 -17.3584
190.795883 119.864 -22.8662
191.162094 121.499 -30.6953
191.528305 123.370 -41.4639
191.894516 125.114 -54.2227
192.260727 126.565 -67.9072
192.626937 127.668 -81.8174
192.993148 128.419 -95.6299
193.359359 128.823 -109.3135
193.725570 128.869 -123.0127
194.091781 128.503 -136.8936
194.457992 127.625 -150.9502
194.824203 126.087 -164.7646
195.190414 123.680 -177.0410
195.556625 120.189 175.7842
195.922836 116.060 -177.1982
196.289047 114.670 -155.2588
196.655257 116.043 -149.3232
197.021468 116.758 -158.2520
197.387679 116.486 -170.5244
197.753890 116.123 -178.5850
198.120101 117.313 177.8613
198.486312 120.289 168.8408
198.852523 123.563 151.6807
199.218734 126.280 130.1494
199.584945 128.204 106.9023
199.951156 129.269 83.1289
200.317367 129.422 59.3682
200.683577 128.557 35.9912
201.049788 126.422 13.5791
201.415999 122.378 -6.0156
201.782210 114.292 -10.3555
202.148421 112.218 72.5488
202.514632 118.887 72.7705
202.880843 121.115 54.2227
203.247054 121.305 33.4463
203.613265 120.279 13.9268
203.979476 118.707 -1.3271
204.345687 117.674 -10.7158
204.711897 118.100 -19.1924
205.078108 119.385 -32.5996
205.444319 120.459 -49.5537
205.810530 120.763 -66.0596
206.176741 120.126 -77.7363
206.542952 119.016 -78.9004
206.909163 119.250 -69.8301
207.275374 121.290 -66.8438
207.641585 123.143 -75.1533
208.007796 123.871 -89.6406
208.374007 123.223 -106.6221
208.740217 120.850 -123.5693
209.106428 115.649 -135.2979
209.472639 105.953 -91.2021
209.838850 113.759 -40.2676
210.205061 117.605 -52.5254
210.571272 118.397 -71.8379
210.937483 117.264 -93.3682
211.303694 114.613 -116.1787
211.669905 111.144 -139.2598
212.036116 109.179 -158.7979
212.402326 111.276 -174.1777
212.768537 115.324 168.2021
213.134748 118.769 148.4609
213.500959 120.951 128.2910
213.867170 121.773 108.6641
214.233381 121.108 90.7041
214.599592 118.535 77.5381
214.965803 113.354 84.3555
215.332014 113.385 135.4912
215.698225 118.658 141.9258
216.064436 121.305 127.6553
216.430646 121.999 107.5059
216.796857 121.106 83.5684
217.163068 118.662 54.1777
217.529279 114.872 12.4668
217.895490 112.384 -48.5889
218.261701 113.129 -99.6846
218.627912 112.999 -128.4736
218.994123 110.411 -137.2812
219.360334 108.334 -106.8750
219.726545 113.074 -85.6758
220.092756 116.865 -94.0107
220.458966 118.786 -111.3799
220.825177 119.412 -133.4990
221.191388 119.223 -160.7881
221.557599 118.913 165.3428
221.923810 119.415 127.0791
222.290021 120.870 91.3643
222.656232 122.446 61.3115
223.022443 123.468 35.1963
223.388654 123.593 10.6572
223.754865 122.513 -14.4736
224.121076 119.681 -44.0371
224.487286 114.351 -94.7275
224.853497 114.980 171.9326
225.219708 120.333 125.9062
225.585919 123.081 99.7803
225.952130 123.965 80.2734
226.318341 123.407 66.3867
226.684552 121.748 61.3574
227.050763 120.258 70.1699
227.416974 121.034 83.4258
227.783185 122.888 85.2910
228.149396 124.119 78.7891
228.515606 124.488 69.6816
228.881817 124.245 61.2324
229.248028 123.854 54.5703
229.614239 123.788 47.9375
229.980450 124.124 37.7383
230.346661 124.568 21.9951
230.712872 124.870 1.1191
231.079083 124.954 -23.4697
231.445294 124.814 -50.1680
231.811505 124.424 -77.5264
232.177716 123.717 -104.4541
232.543926 122.631 -130.1826
232.910137 121.178 -153.9355
233.276348 119.568 -174.4590
233.642559 118.411 169.6543
234.008770 118.605 157.0322
234.374981 120.311 142.5908
234.741192 122.699 124.0957
235.107403 125.007 102.9609
235.473614 126.865 80.6934
235.839825 128.114 58.0010
236.206035 128.662 35.0898
236.572246 128.409 11.9170
236.938457 127.174 -11.7461
237.304668 124.549 -36.5107
237.670879 119.289 -64.9268
238.037090 105.159 -148.8223
238.403301 117.626 90.0791
238.769512 123.010 58.4502
239.135723 125.490 29.8809
239.501934 126.690 0.8350
239.868145 127.244 -29.3633
240.234355 127.555 -60.3535
240.600566 127.871 -90.8955
240.966777 128.256 -119.5283
241.332988 128.635 -145.4639
241.699199 128.903 -168.8174
242.065410 128.976 169.7363
242.431621 128.791 149.3721
242.797832 128.285 129.3613
243.164043 127.389 109.2002
243.530254 126.040 88.6592
243.896465 124.184 67.8584
244.262675 121.790 47.5273
244.628886 118.896 29.7227
244.995097 115.838 19.0566
245.361308 114.030 20.0381
245.727519 115.025 22.4209
246.093730 117.318 14.9375
246.459941 119.453 1.1611
246.826152 121.152 -14.7852
247.192363 122.484 -31.3164
247.558574 123.568 -48.2432
247.924785 124.499 -65.9639
248.290995 125.328 -84.9414
248.657206 126.080 -105.3438
249.023417 126.758 -126.9131
249.389628 127.348 -149.0342
249.755839 127.809 -170.9326
250.122050 128.079 168.1270
250.488261 128.084 148.7637
250.854472 127.763 131.5479
251.220683 127.081 117.1650
251.586894 126.078 106.6074
251.953105 124.959 101.0654
252.319315 124.199 100.6523
252.685526 124.272 102.1094
253.051737 125.047 100.5869
253.417948 125.992 94.3486
253.784159 126.767 84.2744
254.150370 127.288 71.5840
254.516581 127.603 57.0801
254.882792 127.812 41.1533
255.249003 128.008 23.9424
255.615214 128.236 5.5420
255.981425 128.468 -13.8330
256.347635 128.605 -33.7861
256.713846 128.496 -53.7705
257.080057 127.961 -73.0576
257.446268 126.797 -90.4658
257.812479 124.798 -103.4502
258.178690 122.066 -105.7422
258.544901 120.695 -90.7021
258.911112 122.812 -80.2451
259.277323 125.354 -87.4111
259.643534 126.955 -103.6816
260.009744 127.623 -124.1846
260.375955 127.494 -146.9766
260.742166 126.663 -171.0322
261.108377 125.176 164.6221
261.474588 123.003 141.5977
261.840799 120.022 123.3682
262.207010 116.371 118.6367
262.573221 114.961 136.2773
262.939432 117.808 144.9023
263.305643 120.693 135.6455
263.671854 122.575 119.5342
264.038064 123.580 100.6650
264.404275 123.831 79.9014
264.770486 123.376 56.8115
265.136697 122.236 30.0430
265.502908 120.542 -2.7139
265.869119 118.847 -43.4961
266.235330 117.970 -88.7354
266.601541 117.504 -130.0957
266.967752 115.777 -166.1709
267.333963 109.666 153.3281
267.700174 108.312 -4.9707
268.066384 118.997 -47.9844
268.432595 123.865 -74.3184
268.798806 126.547 -97.5771
269.165017 127.844 -119.0439
269.531228 128.019 -138.5869
269.897439 127.156 -155.1113
270.263650 125.344 -165.8301
270.629861 123.237 -165.6328
270.996072 122.833 -156.3848
271.362283 124.356 -155.7002
271.728494 125.777 -167.5186
272.094704 126.343 173.2480
272.460915 125.996 149.6494
272.827126 124.738 123.1475
273.193337 122.428 94.9033
273.559548 118.416 67.2197
273.925759 109.453 54.5977
274.291970 111.891 151.2295
274.658181 120.313 134.3613
275.024392 124.499 108.1934
275.390603 126.938 81.5254
275.756814 128.218 55.5088
276.123024 128.524 30.5459
276.489235 127.880 7.1396
276.855446 126.210 -13.5176
277.221657 123.401 -28.2051
277.587868 119.917 -28.7822
277.954079 118.838 -13.9131
278.320290 120.524 -12.6211
278.686501 121.547 -26.9512
279.052712 121.009 -47.7803
279.418923 118.407 -70.1914
279.785134 111.463 -84.5840
280.151344 108.946 13.9023
280.517555 118.808 6.5664
280.883766 123.171 -18.4209
281.249977 125.545 -45.4092
281.616188 126.720 -72.3477
281.982399 126.943 -98.2451
282.348610 126.261 -122.0020
282.714821 124.630 -141.5928
283.081032 122.120 -152.4355
283.447243 119.973 -147.4062
283.813453 120.767 -137.1084
284.179664 122.873 -140.8535
284.545875 124.258 -153.8311
284.912086 124.641 -169.5146
285.278297 124.120 175.8555
285.644508 122.921 165.4346
286.010719 121.631 161.8750
286.376930 121.217 163.1699
286.743141 121.805 161.6123
287.109352 122.507 154.1396
287.475563 122.763 143.1035
287.841773 122.514 131.3232
288.207984 121.986 120.5264
288.574195 121.548 110.5830
288.940406 121.443 99.1787
289.306617 121.555 83.7129
289.672828 121.591 63.3799
290.039039 121.321 38.8955
290.405250 120.565 11.4131
290.771461 119.043 -18.2471
291.137672 116.105 -50.8672
291.503883 109.845 -97.4736
291.870093 108.541 136.3330
292.236304 117.006 83.0371
292.602515 121.425 53.2207
292.968726 123.969 28.2471
293.334937 125.340 5.6289
293.701148 125.794 -15.2227
294.067359 125.414 -34.2949
294.433570 124.178 -51.0273
294.799781 121.965 -63.6914
295.165992 118.691 -67.0605
295.532203 115.824 -49.6572
295.898413 117.399 -27.3232
296.264624 120.414 -27.0068
296.630835 122.527 -38.3477
296.997046 123.753 -54.3555
297.363257 124.293 -72.3672
297.729468 124.284 -90.8955
298.095679 123.820 -108.5693
298.461890 123.013 -123.7158
298.828101 122.108 -134.4805
299.194312 121.609 -140.3379
299.560523 121.963 -144.5840
299.926733 122.915 -151.9746
300.292944 123.827 -163.7617
300.659155 124.275 -178.6465
301.025366 124.071 164.9463
301.391577 123.124 148.3535
301.757788 121.381 132.9199
302.123999 118.856 120.3633
302.490210 115.799 112.6016
302.856421 112.876 108.6592
303.222632 110.385 99.4844
303.588843 107.543 70.7061
303.955053 106.634 8.2012
304.321264 110.834 -47.7910
304.687475 114.630 -83.3613
305.053686 117.038 -112.6777
305.419897 118.454 -140.3369
305.786108 119.233 -167.4639
306.152319 119.650 166.0664
306.518530 119.906 140.9883
306.884741 120.114 118.1260
307.250952 120.316 97.9053
307.617162 120.500 80.1445
307.983373 120.623 64.2607
308.349584 120.620 49.6621
308.715795 120.441 35.9795
309.082006 120.083 23.0225
309.448217 119.605 10.5010
309.814428 119.102 -2.2969
310.180639 118.644 -16.5527
310.546850 118.242 -33.4873
310.913061 117.875 -53.7725
311.279272 117.534 -77.2070
311.645482 117.209 -102.7969
312.011693 116.823 -129.2393
312.377904 116.226 -155.6230
312.744115 115.232 178.1025
313.110326 113.690 150.8564
313.476537 111.593 119.8604
313.842748 109.558 80.4531
314.208959 109.389 34.4023
314.575170 111.367 -3.3809
314.941381 113.771 -29.6992
315.307592 115.862 -50.0996
315.673802 117.504 -68.5566
316.040013 118.632 -87.1172
316.406224 119.162 -106.7578
316.772435 118.982 -127.9863
317.138646 117.919 -151.3066
317.504857 115.658 -177.9072
317.871068 111.501 147.6230
318.237279 105.275 78.6738
318.603490 108.833 -14.2559
318.969701 113.497 -56.8564
319.335912 115.844 -87.1465
319.702122 116.753 -113.2100
320.068333 116.608 -135.9727
320.434544 115.614 -154.4658
320.800755 114.065 -166.7578
321.166966 112.609 -172.0840
321.533177 111.828 -175.2090
321.899388 111.107 177.3447
322.265599 109.041 165.1982
322.631810 103.165 154.0781
322.998021 94.882 -91.7012
323.364232 107.372 -85.5967
323.730442 111.108 -103.2158
324.096653 111.486 -122.0869
324.462864 108.168 -137.6289
324.829075 96.148 -79.5840
325.195286 110.839 -24.2100
325.561497 116.955 -39.2207
325.927708 120.090 -57.3486
326.293919 121.637 -75.4160
326.660130 122.064 -92.4131
327.026341 121.601 -107.6201
327.392552 120.416 -120.4258
327.758762 118.668 -130.6025
328.124973 116.437 -138.7959
328.491184 113.462 -146.3418
328.857395 108.582 -152.8906
329.223606 96.535 -128.8203
329.589817 105.082 -30.6152
329.956028 111.044 -41.5039
330.322239 113.457 -61.1318
330.688450 114.108 -85.4385
331.054661 113.634 -115.2168
331.420871 112.743 -152.3184
331.787082 112.554 165.1455
332.153293 113.445 125.9648
332.519504 114.534 95.1318
332.885715 115.163 71.4092
333.251926 115.195 53.0908
333.618137 114.741 39.5635
333.984348 114.084 30.7217
334.350559 113.645 25.5586
334.716770 113.715 21.1406
335.082981 114.168 14.4873
335.449191 114.696 4.9873
335.815402 115.151 -6.1748
336.181613 115.609 -17.6094
336.547824 116.272 -28.8662
336.914035 117.276 -40.8779
337.280246 118.522 -55.0547
337.646457 119.744 -71.9678
338.012668 120.683 -91.2090
338.378879 121.144 -111.9443
338.745090 120.976 -133.2021
339.111301 120.009 -153.7158
339.477511 118.002 -171.0693
339.843722 114.752 -178.5625
340.209933 112.194 -161.4209
340.576144 114.872 -144.4541
340.942355 118.219 -152.3115
341.308566 120.303 -170.2109
341.674777 121.319 168.5547
