* Measurement data measured by REW V5.31.3
* Source: C:\Users\aevum\Desktop\Civilizational Blueprint\lossless microphone\analysis\4.wav
* Format: Imported Impulse Response, 48000.0 Hz sampling
* Dated: Jun 2, 2026 7:13:57 PM
* REW Settings:
146.850574 124.759 119.1089
147.216785 126.416 113.4590
147.582996 127.370 102.9238
147.949207 127.542 90.6875
148.315418 127.010 78.8027
148.681629 125.927 68.7280
149.047839 124.545 61.2427
149.414050 123.178 55.6597
149.780261 121.971 49.4849
150.146472 120.744 39.9248
150.512683 119.178 25.1221
150.878894 117.129 3.1387
151.245105 115.016 -28.9937
151.611316 114.191 -69.4785
151.977527 114.990 -105.5532
152.343738 115.901 -131.2524
152.709949 116.009 -148.3013
153.076159 115.169 -156.1631
153.442370 114.152 -150.6841
153.808581 115.058 -136.5254
154.174792 117.586 -131.3569
154.541003 119.775 -135.8823
154.907214 121.139 -144.0093
155.273425 121.869 -152.0591
155.639636 122.360 -158.8101
156.005847 122.950 -165.6753
156.372058 123.598 -175.4033
156.738269 123.925 170.5317
157.104479 123.502 152.2920
157.470690 121.866 130.3657
157.836901 118.111 104.0078
158.203112 108.420 58.3965
158.569323 112.079 -97.2119
158.935534 119.392 -135.4424
159.301745 122.457 -165.9688
159.667956 123.678 164.0391
160.034167 123.689 133.3838
160.400378 122.767 101.4644
160.766589 121.131 67.8174
161.132799 119.109 32.5073
161.499010 117.236 -2.5913
161.865221 116.113 -33.3335
162.231432 116.139 -57.5376
162.597643 117.208 -79.0894
162.963854 118.592 -102.8901
163.330065 119.568 -130.3940
163.696276 119.747 -161.6304
164.062487 118.912 162.4976
164.428698 116.976 118.1357
164.794908 114.962 56.2065
165.161119 116.371 -15.1841
165.527330 119.704 -68.5918
165.893541 122.280 -109.1929
166.259752 123.842 -144.2661
166.625963 124.509 -176.6743
166.992174 124.337 152.2100
167.358385 123.272 121.1260
167.724596 121.107 87.6367
168.090807 117.544 44.1401
168.457018 114.945 -29.1270
168.823228 118.878 -97.6128
169.189439 123.011 -137.7070
169.555650 125.774 -168.6772
169.921861 127.496 163.0181
170.288072 128.385 135.2207
170.654283 128.535 106.8237
171.020494 127.992 76.8379
171.386705 126.827 43.8979
171.752916 125.299 6.0503
172.119127 124.127 -37.6294
172.485338 124.176 -82.3501
172.851548 125.258 -120.5967
173.217759 126.648 -151.1855
173.583970 128.048 -176.9756
173.950181 129.419 158.9336
174.316392 130.723 134.2324
174.682603 131.903 107.5977
175.048814 132.927 78.4951
175.415025 133.828 46.8965
175.781236 134.685 13.1533
176.147447 135.590 -22.0215
176.513658 136.595 -57.6572
176.879868 137.680 -92.8379
177.246079 138.778 -126.9922
177.612290 139.810 -159.9541
177.978501 140.711 168.1553
178.344712 141.441 137.0752
178.710923 141.976 106.4971
179.077134 142.307 76.1133
179.443345 142.437 45.6348
179.809556 142.382 14.8057
180.175767 142.173 -16.5684
180.541978 141.855 -48.5693
180.908188 141.480 -81.0996
181.274399 141.093 -113.8477
181.640610 140.706 -146.3174
182.006821 140.287 -177.9609
182.373032 139.761 151.6904
182.739243 139.024 123.0156
183.105454 137.951 96.4521
183.471665 136.405 72.8691
183.837876 134.263 54.4150
184.204087 131.738 46.1572
184.570298 130.579 52.1855
184.936508 132.440 55.5225
185.302719 135.085 44.2500
185.668930 137.194 24.2188
186.035141 138.682 -0.1094
186.401352 139.667 -26.7549
186.767563 140.260 -54.7109
187.133774 140.548 -83.2852
187.499985 140.582 -111.8477
187.866196 140.385 -139.7607
188.232407 139.945 -166.3760
188.598617 139.233 168.9854
188.964828 138.216 147.1133
189.331039 136.902 129.0811
189.697250 135.434 116.3223
190.063461 134.245 109.7646
190.429672 133.962 106.9912
190.795883 134.651 102.1680
191.162094 135.704 92.1240
191.528305 136.623 77.4229
191.894516 137.213 59.4141
192.260727 137.434 39.0801
192.626937 137.293 17.0547
192.993148 136.812 -6.1562
193.359359 136.013 -29.9834
193.725570 134.906 -53.6045
194.091781 133.488 -75.7207
194.457992 131.783 -94.2246
194.824203 130.037 -105.9961
195.190414 129.113 -109.3730
195.556625 129.909 -111.0527
195.922836 131.724 -119.5459
196.289047 133.498 -134.6855
196.655257 134.843 -153.5781
197.021468 135.700 -174.2100
197.387679 136.083 164.6680
197.753890 136.016 143.9912
198.120101 135.526 124.6924
198.486312 134.667 107.9053
198.852523 133.591 94.9727
199.218734 132.653 86.7373
199.584945 132.329 81.6260
199.951156 132.725 75.4453
200.317367 133.415 65.3477
200.683577 133.954 51.3701
201.049788 134.119 34.5410
201.415999 133.837 15.6787
201.782210 133.090 -4.8086
202.148421 131.892 -26.8105
202.514632 130.274 -50.3145
202.880843 128.295 -75.0312
203.247054 126.027 -99.6348
203.613265 123.501 -120.5098
203.979476 120.954 -130.0596
204.345687 120.291 -122.2451
204.711897 123.008 -116.8945
205.078108 126.260 -125.0859
205.444319 128.717 -139.6768
205.810530 130.313 -156.2471
206.176741 131.153 -172.8848
206.542952 131.351 171.4756
206.909163 131.035 157.6260
207.275374 130.379 146.1445
207.641585 129.621 137.0635
208.007796 128.999 129.4199
208.374007 128.614 121.4922
208.740217 128.407 111.8643
209.106428 128.289 100.0195
209.472639 128.239 85.9697
209.838850 128.289 69.8018
210.205061 128.453 51.6270
210.571272 128.687 31.7598
210.937483 128.877 10.8037
211.303694 128.877 -10.4346
211.669905 128.530 -31.0029
212.036116 127.701 -49.6289
212.402326 126.330 -64.2100
212.768537 124.672 -71.2510
213.134748 123.838 -68.9668
213.500959 124.883 -66.6621
213.867170 126.742 -73.6553
214.233381 128.274 -88.1387
214.599592 129.176 -106.5723
214.965803 129.425 -126.8242
215.332014 129.026 -147.6152
215.698225 127.955 -167.9141
216.064436 126.135 173.5869
216.430646 123.460 159.4316
216.796857 120.092 155.6035
217.163068 118.025 168.5654
217.529279 119.454 178.1807
217.895490 121.584 170.5439
218.261701 123.019 153.4873
218.627912 123.778 131.9424
218.994123 124.026 108.0195
219.360334 123.858 82.9521
219.726545 123.254 57.7715
220.092756 122.047 33.5186
220.458966 119.826 11.6279
220.825177 115.596 -3.6543
221.191388 107.661 22.2051
221.557599 113.870 81.0625
221.923810 119.495 73.6387
222.290021 122.280 58.0010
222.656232 123.472 41.8643
223.022443 123.538 27.6484
223.388654 122.819 17.2559
223.754865 121.856 11.6963
224.121076 121.297 8.0547
224.487286 121.093 -0.3047
224.853497 120.516 -17.7666
225.219708 119.172 -47.2656
225.585919 118.033 -92.5322
225.952130 119.182 -142.4580
226.318341 121.311 -178.9287
226.684552 122.622 156.7344
227.050763 122.898 141.4697
227.416974 122.622 135.2363
227.783185 122.749 136.0254
228.149396 123.649 136.1934
228.515606 124.498 131.2617
228.881817 124.537 123.4453
229.248028 123.495 117.5098
229.614239 121.732 120.3496
229.980450 121.215 134.6777
230.346661 122.964 142.9062
230.712872 124.717 137.6689
231.079083 125.408 125.3389
231.445294 124.904 110.5869
231.811505 123.187 96.7295
232.177716 120.312 88.4033
232.543926 117.258 93.2236
232.910137 116.852 104.8730
233.276348 118.260 100.4453
233.642559 119.235 81.7236
234.008770 119.605 55.3115
234.374981 119.726 25.2119
234.741192 119.837 -5.1670
235.107403 119.908 -33.2539
235.473614 119.779 -58.0078
235.839825 119.306 -79.4336
236.206035 118.387 -97.6094
236.572246 116.945 -111.6768
236.938457 115.085 -118.5439
237.304668 113.841 -113.7764
237.670879 115.098 -105.4111
238.037090 117.881 -108.6064
238.403301 120.472 -121.5684
238.769512 122.451 -139.0762
239.135723 123.802 -158.2236
239.501934 124.541 -177.4121
239.868145 124.661 164.5332
240.234355 124.153 148.9531
240.600566 123.080 137.9375
240.966777 121.864 134.2949
241.332988 121.565 137.3125
241.699199 122.654 137.7441
242.065410 124.062 129.6543
242.431621 124.904 114.7324
242.797832 124.845 95.3711
243.164043 123.669 72.5869
243.530254 120.967 45.5547
243.896465 115.712 6.9189
244.262675 110.610 -88.1553
244.628886 116.979 -160.1709
244.995097 120.689 165.8213
245.361308 122.243 139.0137
245.727519 122.400 115.0781
246.093730 121.410 93.1562
246.459941 119.243 72.9824
246.826152 115.421 53.8789
247.192363 107.379 31.0928
247.558574 103.800 -136.1582
247.924785 114.600 -164.1719
248.290995 119.125 177.0576
248.657206 121.546 158.6895
249.023417 122.506 140.6123
249.389628 122.033 124.2119
249.755839 119.829 113.7539
250.122050 116.072 124.9980
250.488261 117.401 161.8115
250.854472 121.836 165.9814
251.220683 124.325 154.3984
251.586894 124.962 139.5166
251.953105 123.777 126.6943
252.319315 120.455 125.5654
252.685526 118.193 161.5537
253.051737 123.095 -175.3408
253.417948 127.034 178.6924
253.784159 129.225 165.4873
254.150370 130.189 150.8262
254.516581 130.226 136.7744
254.882792 129.531 124.5723
255.249003 128.284 115.2402
255.615214 126.728 109.4932
255.981425 125.175 107.0879
256.347635 123.872 106.0820
256.713846 122.746 103.4863
257.080057 121.379 96.9463
257.446268 119.103 84.7578
257.812479 114.718 61.9805
258.178690 107.797 -12.5918
258.544901 114.875 -96.2900
258.911112 119.994 -126.8545
259.277323 122.551 -150.5508
259.643534 123.545 -173.0645
260.009744 123.271 164.5215
260.375955 121.693 142.0439
260.742166 118.356 119.9121
261.108377 111.248 101.2451
261.474588 102.060 -140.9697
261.840799 114.579 -143.8545
262.207010 118.749 -166.1680
262.573221 120.720 170.3740
262.939432 121.480 147.8037
263.305643 121.299 128.0010
263.671854 120.277 114.3643
264.038064 119.033 113.1211
264.404275 119.828 123.2715
264.770486 122.910 124.4824
265.136697 125.885 113.0547
265.502908 127.962 95.0889
265.869119 129.083 73.8066
266.235330 129.237 50.3477
266.601541 128.319 24.6934
266.967752 126.029 -4.7363
267.333963 121.750 -45.2021
267.700174 117.723 -125.5010
268.066384 122.247 160.7871
268.432595 126.013 121.7197
268.798806 127.921 90.7188
269.165017 128.596 61.1494
269.531228 128.406 30.3057
269.897439 127.700 -3.9834
270.263650 127.045 -43.0312
270.629861 127.107 -84.5459
270.996072 127.894 -123.1436
271.362283 128.750 -156.4170
271.728494 129.119 174.6045
272.094704 128.660 148.4219
272.460915 126.995 124.2607
272.827126 123.240 102.8486
273.193337 113.281 98.7793
273.559548 117.771 -151.4414
273.925759 125.370 -165.8750
274.291970 128.827 171.8252
274.658181 130.556 147.6738
275.024392 131.185 122.2812
275.390603 130.958 95.4004
275.756814 130.000 66.2227
276.123024 128.442 33.1650
276.489235 126.630 -6.1396
276.855446 125.407 -52.3525
277.221657 125.503 -99.3301
277.587868 126.327 -140.0918
277.954079 126.969 -174.5479
278.320290 126.998 155.1035
278.686501 126.193 127.5713
279.052712 124.243 103.0889
279.418923 120.403 85.6250
279.785134 114.035 103.4580
280.151344 118.651 149.8730
280.517555 124.278 140.1191
280.883766 127.490 119.0537
281.249977 129.324 95.2949
281.616188 130.189 70.6719
281.982399 130.248 45.7363
282.348610 129.545 20.6104
282.714821 128.047 -4.8633
283.081032 125.635 -31.2568
283.447243 122.059 -60.1055
283.813453 116.860 -96.1777
284.179664 110.271 -156.8066
284.545875 108.860 117.1572
284.912086 109.670 53.0068
285.278297 110.823 -20.0645
285.644508 116.165 -82.4238
286.010719 121.332 -120.2314
286.376930 125.073 -148.1602
286.743141 127.661 -172.1797
287.109352 129.320 165.7275
287.475563 130.164 144.8965
287.841773 130.227 125.2959
288.207984 129.490 107.4336
288.574195 127.900 92.7021
288.940406 125.503 84.3779
289.306617 123.095 87.8447
289.672828 122.771 98.4746
290.039039 124.143 98.1885
290.405250 125.191 85.7598
290.771461 125.344 66.0635
291.137672 124.632 41.2158
291.503883 123.258 11.5059
291.870093 121.621 -22.7969
292.236304 120.222 -58.7305
292.602515 119.129 -89.9639
292.968726 117.999 -110.3838
293.334937 117.238 -116.1895
293.701148 118.286 -114.1270
294.067359 120.597 -119.1758
294.433570 122.558 -132.7139
294.799781 123.640 -150.7881
295.165992 123.777 -170.8633
295.532203 122.946 168.6768
295.898413 121.047 149.7383
296.264624 117.901 136.7197
296.630835 114.145 142.2295
296.997046 114.699 164.6855
297.363257 118.274 163.2939
297.729468 121.019 147.0059
298.095679 122.844 126.2402
298.461890 123.996 104.5986
298.828101 124.625 83.5020
299.194312 124.807 63.5234
299.560523 124.578 44.8281
299.926733 123.939 27.3975
300.292944 122.856 11.2461
300.659155 121.277 -3.2793
301.025366 119.190 -15.1943
301.391577 116.818 -22.8955
301.757788 114.892 -26.6113
302.123999 114.172 -33.3877
302.490210 114.427 -51.5859
302.856421 115.429 -81.0322
303.222632 117.261 -114.3447
303.588843 119.447 -144.4775
303.955053 121.389 -169.6426
304.321264 122.873 169.4570
304.687475 123.947 151.8867
305.053686 124.754 136.6514
305.419897 125.411 122.4727
305.786108 125.919 108.0215
306.152319 126.169 92.4355
306.518530 126.005 75.5596
306.884741 125.271 57.8184
307.250952 123.800 40.1416
307.617162 121.388 24.3262
307.983373 117.805 14.7334
308.349584 113.654 22.7598
308.715795 113.196 46.4932
309.082006 115.424 49.6455
309.448217 116.732 38.3105
309.814428 116.937 22.1279
310.180639 116.390 4.3457
310.546850 115.516 -14.5615
310.913061 114.805 -35.9990
311.279272 114.733 -61.7471
311.645482 115.536 -90.9229
312.011693 116.957 -119.9014
312.377904 118.421 -145.9102
312.744115 119.490 -167.9502
313.110326 120.003 174.6729
313.476537 120.084 163.1406
313.842748 120.231 158.0781
314.208959 121.085 156.3711
314.575170 122.585 152.1748
314.941381 124.076 143.3271
315.307592 125.106 131.2178
315.673802 125.524 117.8125
316.040013 125.328 104.8291
316.406224 124.611 93.8633
316.772435 123.620 86.2920
317.138646 122.788 82.1670
317.504857 122.475 78.7549
317.871068 122.542 72.3574
318.237279 122.547 61.6748
318.603490 122.182 47.4170
318.969701 121.348 30.6143
319.335912 120.092 11.9082
319.702122 118.599 -8.6035
320.068333 117.209 -31.2949
320.434544 116.362 -56.3691
320.800755 116.325 -82.7910
321.166966 116.907 -108.5889
321.533177 117.606 -132.3750
321.899388 117.964 -153.4062
322.265599 117.692 -170.4805
322.631810 116.745 179.3184
322.998021 115.807 -179.3516
323.364232 116.677 -170.0820
323.730442 119.184 -168.1943
324.096653 121.556 -175.3623
324.462864 123.208 173.7383
324.829075 124.196 162.8086
325.195286 124.784 153.9561
325.561497 125.355 147.6035
325.927708 126.204 141.9824
326.293919 127.261 134.5342
326.660130 128.207 124.2812
327.026341 128.769 111.9365
327.392552 128.817 98.8584
327.758762 128.338 86.5527
328.124973 127.441 76.5332
328.491184 126.414 69.8145
328.857395 125.672 65.4883
329.223606 125.380 60.1875
329.589817 125.223 50.9414
329.956028 124.760 37.0957
330.322239 123.696 18.9551
330.688450 121.860 -3.8486
331.054661 119.205 -33.6318
331.420871 116.254 -75.6436
331.787082 115.012 -129.1357
332.153293 115.771 -175.9492
332.519504 116.133 147.8193
332.885715 114.783 114.5352
333.251926 110.386 70.6914
333.618137 108.229 -36.2451
333.984348 116.330 -97.3271
334.350559 121.033 -128.2393
334.716770 123.689 -153.0596
335.082981 125.009 -174.8623
335.449191 125.264 166.3682
335.815402 124.604 152.1836
336.181613 123.368 145.8438
336.547824 122.683 149.5918
336.914035 123.772 154.8574
337.280246 125.702 151.4160
337.646457 127.267 140.5850
338.012668 128.128 125.9658
338.378879 128.245 109.7188
338.745090 127.591 93.1357
339.111301 126.060 77.4766
339.477511 123.409 65.2812
339.843722 119.439 64.6895
340.209933 117.107 91.4746
340.576144 120.331 106.8438
340.942355 123.308 96.1465
341.308566 124.918 74.9365
341.674777 125.501 47.9746
342.040988 125.387 16.3779
342.407199 124.916 -19.2383
342.773410 124.407 -57.1133
343.139621 123.904 -94.0703
343.505831 123.062 -127.1348
343.872042 121.312 -153.8926
